cmc_rank,CMC_id,name,ticker,web_primary,web_secondary,source_code,repo,forge,stars,forks,auth_tot,authors,commits,comments,PR_open,days_inactive,avg_resp,med_resp,avg_longevity_days,language:,lastUpdated,mentions,criticality,alexa_rank,geo_dist
326,5552,Hathor,HTR,https://hathor.network,,https://github.com/HathorNetwork/hathor-core,HathorNetwork/hathor-core,github,51,26,22,6.67,72.67,96,12.33,0.584,7.49,1.73,400,Python,2,2,0.37764,137730,0.425381607
328,3701,RSK Infrastructure Framework,RIF,https://www.rifos.org/,,https://github.com/riflabs/rif-faucet-client,riflabs/rif-faucet-client,github,2,6,9,0,0,0,0,331.668,0.03,0.03,290.62,,,,,1202697,0.426561056
329,8536,Mask Network,MASK,https://www.mask.io,,https://github.com/DimensionDev/Maskbook,DimensionDev/Maskbook,github,1176,362,266,45.67,1453.33,1022.33,204.67,0.025,13.49,0.96,180.4,TypeScript,0,64,0.60823,109886,0.416798336
331,7232,Alpha Finance Lab,ALPHA,https://alphafinance.io/,,https://github.com/AlphaFinanceLab/alphahomora,AlphaFinanceLab/alphahomora,github,55,37,9,0,0,0,0,271.361,0,0,25.29,,,,,76666,0.391630143
333,7857,Mirror Protocol,MIR,https://mirror.finance,,https://github.com/Mirror-Protocol/eth-web-app,Mirror-Protocol/eth-web-app,github,10,8,5,0,0,0,0,73.232,0,0,177.25,SCSS,4,0,0.11738,42402,0.423998299
334,8911,Strike,STRK,https://strike.org,,https://github.com/StrikeFinance/strike-protocol,StrikeFinance/strike-protocol,github,4,2,5,1,4,0,0,27.756,29.88,7.75,77,Solidity,0,3,0.21554,637955,0.471671196
335,7208,Polkastarter,POLS,https://www.polkastarter.com/,,https://github.com/polkastarter/polkastarter-js,polkastarter/polkastarter-js,github,25,17,12,3,19.33,0.67,5,3.501,23.31,28.81,147.36,JavaScript,0,5,0.29916,13894,0.321837799
336,8613,Alchemix,ALCX,https://alchemix.fi/,,https://github.com/alchemix-finance/alchemix-protocol,alchemix-finance/alchemix-protocol,github,176,79,6,1,0,0,1,8.61,13.71,6.36,44,TypeScript,7,2,0.0658,134450,0.391630143
337,2665,Dero,DERO,https://dero.io,,https://github.com/deroproject/derosuite,deroproject/derosuite,github,291,210,40,4.5,1,1.67,0,5.926,28.83,28.79,213.25,Go,0,55,0.27163,770007,0.334226723
338,10759,DeversiFi,DVF,https://www.deversifi.com/,,https://github.com/DeversiFi/dvf-client-js,DeversiFi/dvf-client-js,github,18,38,21,6.67,21.33,2.67,10,7.819,4.52,0.73,320.39,,,,,144213,0.242631567
341,1552,Enzyme,MLN,https://enzyme.finance/,,https://github.com/enzymefinance/protocol,enzymefinance/protocol,github,109,58,8,1.5,31.5,1,0,0.054,41.47,1.7,105.11,TypeScript,1,0,0.36558,133620,0.389376216
342,7590,Dvision Network,DVI,https://dvision.network/,,https://github.com/Dvision-Network/DVIWorld,Dvision-Network/DVIWorld,github,2,0,1,0,0,0,0,283.24,0,0,215,None,27,0,0.01915,252058,0.391630143
343,1750,GXChain,GXC,https://gxs.gxb.io/en/,,https://github.com/gxchain/gxips,gxchain/gxips,github,7,16,12,0,0,0,0,766.061,0,0,86.5,None,39,0,0.09789,711592,0.391630143
345,1586,Ark,ARK,http://ark.io/,,https://github.com/ArkEcosystem/core,ArkEcosystem/core,github,357,1103,134,5,61,6.67,15.67,2.049,6.87,0.92,279.36,TypeScript,0,3555,0.58236,153752,0.35425936
346,9720,PlatON,LAT,https://platon.network/,,https://github.com/PlatONnetwork/PlatON-Go,PlatONnetwork/PlatON-Go,github,467,343,110,5.33,10.67,7.33,3,1.156,14.39,0.68,318.96,Go,0,0,0.50764,896464,0.41698703
348,1757,FUNToken,FUN,https://funtoken.io/,,https://github.com/funfair-tech/funfair-trulioo-client,funfair-tech/funfair-trulioo-client,github,1,0,6,1.67,36,0,4,1.449,3.32,0.43,356.6,C#,0,0,0.29755,262878,0.324087382
349,2827,Phantasma,SOUL,https://phantasma.io/,,https://github.com/phantasma-io/PhantasmaChain,phantasma-io/PhantasmaChain,github,84,73,19,2.33,14,0,4.5,3.752,2.44,0.17,434.6,C#,15,122,0.25397,91717,0.295518195
355,7064,BakeryToken,BAKE,https://www.bakeryswap.org/,,https://github.com/BakeryProject/bakery-swap-core,BakeryProject/bakery-swap-core,github,59,87,4,0,0,0,0,1.269,0,0,1,Solidity,29,0,0.1368,58720,0.391630143
358,9892,YooShi,YOOSHI,https://www.yooshi.io/,,https://github.com/Yooshi-io/yooshi-contract,Yooshi-io/yooshi-contract,github,17,19,2,0,0,0,0,51.921,0,0,25.25,Solidity,17,0,0.03413,39531,0.391630143
359,5453,KardiaChain,KAI,https://www.kardiachain.io/,,https://github.com/kardiachain/go-kardia,kardiachain/go-kardia,github,45,20,21,3.67,65.33,0.67,7,4.99,8.45,2.79,216.84,Go,0,207,0.46347,78851,0.440843502
361,5429,DEAPcoin,DEP,https://dea.sg/,,https://github.com/Digita-Entertainment-Asset/DEP,Digita-Entertainment-Asset/DEP,github,0,0,2,0,0,0,0,744,0,0,0,None,25,0,0.01915,181886,0.391630143
362,8894,Deeper Network,DPR,https://www.deeper.network,https://www.shop.deeper.network,https://github.com/e2chain-dev/deeper-chain,e2chain-dev/deeper-chain,github,10,0,4,0,0,0,0,323.205,0.54,0.52,110.75,,,,,99745,0.391213569
363,2320,Utrust,UTK,https://utrust.com/,,https://github.com/utrustdev/utrust-ts-library,utrustdev/utrust-ts-library,github,3,2,5,1,0,0.5,1,33.044,10.21,0.62,193,TypeScript,11,0,0.14694,111775,0.334226723
364,2570,TomoChain,TOMO,https://tomochain.com/,,https://github.com/tomochain/tomochain,tomochain/tomochain,github,184,191,68,1.67,3,1.67,1,4.043,25.94,3.76,287.04,Go,11,670,0.47504,146266,0.440843502
365,7725,TrueFi,TRU,https://truefi.io/,https://www.trusttoken.com/,https://github.com/trusttoken/truefi-spec,trusttoken/truefi-spec,github,26,13,8,0,0,0,0,2.55,0.87,0.87,152.4,None,5,0,0.15534,111861,0.391151743
367,1762,Ergo,ERG,https://ergoplatform.org/,,https://github.com/ergoplatform/ergo,ergoplatform/ergo,github,422,185,137,17.33,179.33,96.67,25,0.032,37.56,8.71,279.3,Scala,0,1309,0.58747,181624,0.392615788
371,2137,Electroneum,ETN,http://electroneum.com/,,https://github.com/electroneum/electroneum,electroneum/electroneum,github,503,576,445,0,0,0,0,1.706,0.08,0.08,95.95,C++,5,19,0.42474,132995,0.315128022
372,11926,Thetan Arena,THG,https://thetanarena.com,https://kardiachain.io,https://github.com/thetanarena/thetan-token,thetanarena/thetan-token,github,9,3,1,0,0,0,0,28.519,0,0,6,Solidity,7,0,0.05478,5707,0.391630143
373,2840,QuarkChain,QKC,https://quarkchain.io/,,https://github.com/QuarkChain/pyquarkchain,QuarkChain/pyquarkchain,github,237,245,51,1.33,2.67,1,1,1.359,31.62,2.47,207.61,Python,9,28,0.25689,1176876,0.398219202
374,7311,Beefy Finance,BIFI,https://beefy.finance/,,https://github.com/beefyfinance/beefy-app,beefyfinance/beefy-app,github,175,322,109,20.33,159.33,69,56.67,0.56,2.25,0.54,90.04,JavaScript,8,929,0.39437,8305,0.332391733
378,1883,Adshares,ADS,https://adshares.net/,,https://github.com/adshares/adserver,adshares/adserver,github,32,25,26,6,69,17.67,12.33,2.321,4.93,0.22,503.38,PHP,0,199,0.49339,77350,0.338998141
379,2927,sUSD,SUSD,https://www.synthetix.io/,,https://github.com/Synthetixio/synthetix,Synthetixio/synthetix,github,777,572,141,12.67,277,123,29,0.475,9.04,0.94,215.84,JavaScript,0,1937,0.59737,64685,0.373194204
381,2662,Haven Protocol,XHV,https://havenprotocol.org/,,https://github.com/haven-protocol-org/haven-main,haven-protocol-org/haven-main,github,26,14,20,6,14.67,6.33,1.67,1.144,23.83,2.27,135.6,C++,0,0,0.41841,371811,0.273080272
382,3626,RSK Smart Bitcoin,RBTC,https://rsk.co,,https://github.com/rsksmart/rskj,rsksmart/rskj,github,712,550,177,18.33,195.33,201.33,15,0.603,40.73,16.96,352.2,Java,0,71,0.58732,165456,0.377241984
383,9119,Alien Worlds,TLM,https://alienworlds.io,https://play.alienworlds.io,https://github.com/Alien-Worlds/alienteleport,Alien-Worlds/alienteleport,github,16,22,9,4,5,6.67,6,4.905,6.26,0.01,48.83,JavaScript,0,0,0.2558,14225,0.35269303
384,7859,Badger DAO,BADGER,https://app.badger.finance/,,https://github.com/Badger-Finance/badger-system,Badger-Finance/badger-system,github,98,56,42,2.33,3,1.67,2,10.776,13.74,1.45,111.81,Python,8,33,0.3167,2125777,0.343075614
386,2222,Bitcoin Diamond,BCD,https://www.bitcoindiamond.org/,,https://github.com/eveybcd/BitcoinDiamond,eveybcd/BitcoinDiamond,github,126,169,83,0,0,0,0,128.303,57.58,57.58,80.87,C++,35,2,0.312,675781,0.391630143
390,2606,Wanchain,WAN,https://wanchain.org/,,https://github.com/wanchain/go-wanchain,wanchain/go-wanchain,github,311,205,25,1.33,2.33,0,0,1.325,19.42,19.42,341.62,Go,7,909,0.34307,275302,0.411242505
392,3928,IDEX,IDEX,https://idex.io/,,https://github.com/idexio/idex-sdk-js,idexio/idex-sdk-js,github,29,19,12,3.67,18,27.67,6.67,10.76,26.58,4.96,418.4,TypeScript,4,231,0.44088,102860,0.31096613
393,7692,e-Radix,EXRD,https://www.radixdlt.com/,https://radixtokens.com/,https://github.com/radixdlt/radixdlt,radixdlt/radixdlt,github,109,33,29,9.67,257.33,173.67,26.33,0.838,3.42,0.69,164.21,Java,0,73,0.50912,83076,0.310643396
394,6748,Centrifuge,CFG,https://centrifuge.io/,,https://github.com/centrifuge/centrifuge-chain,centrifuge/centrifuge-chain,github,109,67,40,9.33,249.67,173,22.67,0.035,24.58,7.06,206.24,Rust,0,20,0.50477,76595,0.327896968
395,10052,Gitcoin,GTC,https://gitcoin.co/,,https://github.com/gitcoinco/gitcoinco,gitcoinco/gitcoinco,github,332,74,135,3,0,1.33,1,0.758,0.24,0.18,164.75,None,45,3,0.1072,24205,0.391630143
396,3816,Verasity,VRA,https://www.verasity.io/,https://verasity.tv,https://github.com/verasitytech/SmartContracts,verasitytech/SmartContracts,github,7,1,1,0,0,0,0,31.817,0,0,0,JavaScript,57,0,0.01915,47781,0.391630143
398,2930,Everipedia,IQ,https://everipedia.org/,,https://github.com/EveripediaNetwork/Everipedia,EveripediaNetwork/Everipedia,github,176,115,20,1,2,0,0,4.717,14.23,0.62,290.8,C++,17,28,0.22537,16373,0.336482987
399,8384,Clover Finance,CLV,https://clover.finance/,,https://github.com/clover-network/clover,clover-network/clover,github,99,38,23,3.67,21.67,2,5,2.188,8.94,1,98.26,Rust,13,37,0.1916,92596,0.41698703
402,5380,HUNT,HUNT,https://token.hunt.town/,https://review.hunt.town/,https://github.com/Steemhunt/mint.club-contract,Steemhunt/mint.club-contract,github,58,7,2,2,3,0.5,0,5.85,0.16,0.16,101,Solidity,6,0,0.07198,2062695,0.423998299
403,7320,Neutrino Token,NSBT,https://neutrino.at/,,https://github.com/waves-exchange/neutrino-contract,waves-exchange/neutrino-contract,github,8,7,5,0,0,0,0,0.374,30.48,3.09,260.17,JavaScript,8,0,0.19223,285836,0.299884926
404,6756,Acala Token,ACA,https://acala.network/,,https://github.com/AcalaNetwork/Acala,AcalaNetwork/Acala,github,631,274,110,22.33,308,244,53.67,0.103,10.15,0.85,183.98,Rust,0,0,0.44206,16749,0.406020828
405,4807,CertiK,CTK,https://www.shentu.technology/,,https://github.com/ShentuChain/shentu,ShentuChain/shentu,github,5,9,8,5,29.33,23,6,3.34,8.78,0.64,45.5,,,,,249352,0.338014226
406,2424,SingularityNET,AGIX,https://singularitynet.io/,,https://github.com/singnet/snet-dapp,singnet/snet-dapp,github,31,110,35,2,6,5,2,102.081,0.59,0.1,350.59,JavaScript,7,105,0.30993,187861,0.432140184
407,5601,STAKE,STAKE,http://xdaichain.com/,,https://github.com/xdaichain/easy-staking-contracts,xdaichain/easy-staking-contracts,github,95,43,6,1,0,0,1,5.73,0,0,120.88,JavaScript,30,9,0.1115,83833,0.334226723
411,8245,Hydra,HYDRA,https://hydrachain.org/,,https://github.com/Hydra-Chain/node,Hydra-Chain/node,github,18,3,14,2.5,3,0,1,0.612,0.09,0.09,41.88,C++,0,7,0.46372,297987,0.359063246
412,7411,Covalent,CQT,https://www.covalenthq.com/,,https://github.com/covalenthq/bsp-agent,covalenthq/bsp-agent,github,4,1,4,2,17,0,4,1.081,5.86,3.89,22.67,Go,1,8,0.34711,78051,0.347528711
413,11222,Wrapped NCG (Nine Chronicles Gold),WNCG,https://nine-chronicles.com/,,https://github.com/planetarium/NineChronicles,planetarium/NineChronicles,github,196,87,42,16.67,234.33,67,64,0.981,3.74,0.11,189.16,C#,0,117,0.50751,74024,0.423430589
414,3637,Aergo,AERGO,https://www.aergo.io/,,https://github.com/aergoio/aergo,aergoio/aergo,github,201,87,24,1.5,2.5,0.67,0.5,0.691,9.09,9.09,509.37,C,2,11,0.35939,762485,0.428683745
415,5728,Balancer,BAL,https://balancer.finance/,http://balancer.exchange/,https://github.com/balancer-labs/balancer-core,balancer-labs/balancer-core,github,261,205,11,0,0,0,0,5.136,9.65,9.65,181.15,Solidity,23,198,0.2109,3769758,0.391630143
416,2896,Hifi Finance,MFT,https://hifi.finance/,,https://github.com/hifi-finance/hifi,hifi-finance/hifi,github,71,6,5,2,6.5,1,1,3.832,14.81,2.78,122,TypeScript,0,2,0.32703,735310,0.25039906
417,7236,Celo Dollar,CUSD,https://celo.org/,https://thecelo.com/,https://github.com/celo-org/celo-blockchain,celo-org/celo-blockchain,github,383,189,131,13.33,193.33,110.33,24,0.075,24.78,5.96,269.21,Go,0,0,0.5621,30290,0.265647205
418,2588,Loom Network,LOOM,https://loomx.io/,,https://github.com/loomnetwork/loom-js,loomnetwork/loom-js,github,215,82,60,0,0,0,0,27.888,4.55,1.01,207.45,TypeScript,16,9,0.33256,338674,0.391630143
421,4056,Ampleforth,AMPL,https://www.ampleforth.org/,,https://github.com/ampleforth/uFragments,ampleforth/uFragments,github,175,229,16,0,0,0,0,226.084,53.31,64.05,201.84,,,,,203337,0.284788549
425,7535,Keep3rV1,KP3R,https://keep3r.network/,,https://github.com/keep3r-network/keep3r.network,keep3r-network/keep3r.network,github,410,215,37,0,0,0,0,5.553,0,0,27.41,Solidity,12,3,0.15965,222377,0.391630143
426,9421,Ampleforth Governance Token,FORTH,https://www.ampleforth.org/,,https://github.com/ampleforth/ampleforth-contracts,ampleforth/ampleforth-contracts,github,64,22,7,3,3,8,2.33,3.64,15.85,9.95,114,TypeScript,4,0,0.23162,203337,0.284788549
428,2776,Travala.com,AVA,https://www.travala.com/,https://book.travala.com/,https://github.com/travala/Booking-SC,travala/Booking-SC,github,3,2,1,0,0,0,0,220.843,0,0,0,C#,42,0,0.06806,64019,0.391630143
429,7978,Bonfida,FIDA,https://bonfida.com,https://solible.com,https://github.com/Bonfida/agnostic-orderbook,Bonfida/agnostic-orderbook,github,35,14,7,4.33,14.67,8.67,3.67,1.115,5.1,0.84,61.12,Rust,1,0,0.22667,691873,0.279603594
430,5221,Handshake,HNS,https://handshake.org/,,https://github.com/handshake-org/hsd,handshake-org/hsd,github,1619,403,176,9.67,12.67,71.67,6,0.819,26.78,10.56,275.27,JavaScript,0,0,0.46542,259628,0.406639457
431,3874,IRISnet,IRIS,https://www.irisnet.org/,,https://github.com/irisnet/irishub,irisnet/irishub,github,279,318,85,6.67,26.67,3.33,8.67,1.042,15.27,0.81,244.23,Go,0,1263,0.54098,528575,0.41487829
433,2245,Presearch,PRE,https://www.presearch.io/,https://www.presearch.org/,https://github.com/PresearchOfficial/presearch-packages,PresearchOfficial/presearch-packages,github,84,43,41,5.33,4.5,3,3.67,0.305,47.06,43.3,191,JavaScript,2,7,0.34374,110951,0.33858659
439,8541,SifChain,erowan,https://sifchain.finance/,,https://github.com/Sifchain/sifnode,Sifchain/sifnode,github,83,121,107,27,498,157,48.67,0.318,12.95,3.02,190.54,Go,2,150,0.5577,73692,0.255082021
442,6859,Harvest Finance,FARM,https://harvest.finance/,,https://github.com/harvest-finance/harvest,harvest-finance/harvest,github,218,168,26,1,0,1.33,0,7.156,0.12,0.12,77.53,Solidity,19,74,0.20196,108649,0.391630143
443,11232,Highstreet,HIGH,https://highstreet.market,,https://github.com/TravisBuilds/HighStreet,TravisBuilds/HighStreet,github,22,15,8,0,0,0,0,24.698,4.48,0.65,83.12,JavaScript,6,0,0.1293,99133,0.405251843
445,8044,Adappter Token,ADP,https://adappter.io/eng.html,,https://github.com/sinestcorp/Adappter,sinestcorp/Adappter,github,0,1,1,0,0,0,0,143.178,0,0,0,Solidity,18,0,0.01915,2295736,0.391630143
447,8525,Rai Reflex Index,RAI,https://reflexer.finance/,,https://github.com/reflexer-labs/auction-keeper,reflexer-labs/auction-keeper,github,7,5,3,0,0,0,0,58.498,0.04,0.03,209.5,Python,6,0,0.22087,522138,0.391630143
449,15261,ONUS,ONUS,https://goonus.io/en,,https://github.com/ONUS-APP/smart-contract,ONUS-APP/smart-contract,github,1,0,1,0,0,0,0,26.358,0,0,0,Solidity,4,0,0.0435,94792,0.440843502
452,8206,QuickSwap,QUICK,https://quickswap.exchange/,https://info.quickswap.exchange/#/home,https://github.com/QuickSwap/quickswap-core,QuickSwap/quickswap-core,github,79,81,18,2,0,0.33,0,2.225,4.99,4.99,37.17,Solidity,1,4,0.25867,5792,0.391630143
453,12387,Ribbon Finance,RBN,https://www.ribbon.finance/,,https://github.com/ribbon-finance/ribbon-v2,ribbon-finance/ribbon-v2,github,90,25,12,5.33,181,79.33,17.33,0.974,5.5,1.92,128.64,TypeScript,1,4,0.2074,68176,0.376540723
454,3930,ThunderCore,TT,https://www.thundercore.com,,https://github.com/thundercore/thundercore-localchain,thundercore/thundercore-localchain,github,29,15,8,2,1,0,1,77.694,0,0,635,Go,13,0,0.37554,201931,0.41698703
455,8827,Boson Protocol,BOSON,http://bosonprotocol.io,,https://github.com/bosonprotocol/contracts,bosonprotocol/contracts,github,55,12,24,6,74.67,25,8.67,1.957,10.1,0.93,128.64,TypeScript,4,47,0.39363,271993,0.338528925
456,7102,Linear,LINA,https://linear.finance,,https://github.com/Linear-finance/linear,Linear-finance/linear,github,32,5,10,1,64,0,0,2.356,1.58,0.05,98.7,TypeScript,3,28,0.25815,214013,0.334226723
458,1993,Kin,KIN,https://www.kin.org/,,https://github.com/kinecosystem/kin-node,kinecosystem/kin-node,github,16,14,15,2,0,0.5,0,57.432,0.5,0.22,163.09,TypeScript,2,2,0.23324,220938,0.362280393
459,6841,Phala Network,PHA,https://phala.network/,,https://github.com/Phala-Network/phala-blockchain,Phala-Network/phala-blockchain,github,277,161,76,9,243,68.33,18.67,0.569,7.61,0.63,135.56,Rust,0,11,0.52368,240235,0.398391059
460,5279,Sologenic,SOLO,https://www.sologenic.com/,,https://github.com/sologenic/sologenic-xrpl-stream-js,sologenic/sologenic-xrpl-stream-js,github,14,11,11,1,0,0.5,2,0.582,30.02,30.02,202.7,TypeScript,16,0,0.15727,117685,0.322163176
461,2610,PECULIUM (old),PCL,http://peculium.io,https://saieve.io/,https://github.com/Peculium-Dev/PCLToken,Peculium-Dev/PCLToken,github,0,0,2,0,0,0,0,986.608,0,0,18,,,,,1855439,0.391630143
463,4036,Contentos,COS,https://www.contentos.io/,,https://github.com/coschain/contentos-go,coschain/contentos-go,github,50,35,17,1,0,0.5,0,5.048,75.74,75.74,314.64,Go,1,58,0.27494,186477,0.41698703
466,10188,Automata Network,ATA,https://ata.network,,https://github.com/automata-network/automata,automata-network/automata,github,77,16,15,2.5,16,0,6.5,1.156,8.02,0.58,75.31,Rust,7,7,0.18689,553828,0.402129516
467,2492,Elastos,ELA,https://elastos.info,https://elastos.org,https://github.com/elastos/Elastos,elastos/Elastos,github,159,96,12,1,157,0,0,4.206,0,0,370.86,Go,1,574,0.43156,882475,0.41698703
468,8707,Alpaca Finance,ALPACA,https://www.alpacafinance.org/,,https://github.com/alpaca-finance/bsc-alpaca-contract,alpaca-finance/bsc-alpaca-contract,github,124,69,27,8,132,52.67,22.33,0.832,3.12,0.12,158.48,TypeScript,0,0,0.2796,34220,0.440763728
471,1521,Komodo,KMD,https://komodoplatform.com/,,https://github.com/KomodoPlatform/atomicDEX-Desktop,KomodoPlatform/atomicDEX-Desktop,github,144,152,81,14.33,160.67,103.67,41.33,0.183,10.78,0.99,137.61,QML,0,124,0.55124,200009,0.286640516
472,3714,LTO Network,LTO,https://www.ltonetwork.com/,,https://github.com/ltonetwork/lto-public-chain,ltonetwork/lto-public-chain,github,27,4,9,2.67,122.67,4.33,3.67,0.388,34.03,19.6,342.73,Scala,3,0,0.3443,293593,0.334114092
473,463,BitShares,BTS,https://bitshares.org,,https://github.com/bitshares/bitshares-core,bitshares/bitshares-core,github,1176,1408,343,2.33,70.5,34.33,8,0.317,8.59,0.58,251.85,C++,3,666,0.5392,336480,0.301088858
475,4191,Syntropy,NOIA,http://syntropynet.com/,,https://github.com/SyntropyNet/syntropy-agent,SyntropyNet/syntropy-agent,github,16,3,8,2,68,8,1.5,1.944,12.74,9.92,227.5,Go,1,3,0.29361,245601,0.377296714
480,8034,BioPassport Token,BIOT,https://biopassport.io,,https://github.com/biopassport/contract,biopassport/contract,github,0,0,1,0,0,0,0,526.412,0,0,17,Solidity,18,0,0.05316,2477995,0.391630143
481,15257,EverRise,RISE,https://www.everrise.com/,,https://github.com/everrise-ecosystem/contracts-public,everrise-ecosystem/contracts-public,github,1,4,1,0,0,0,0,22.976,0,0,15,Solidity,14,0,0.02073,48143,0.327076508
482,213,MonaCoin,MONA,http://monacoin.org,,https://github.com/monacoinproject/monacoin,monacoinproject/monacoin,github,375,261,69,0,0,0,0,19.866,4.3,0.26,268.77,C++,4,18,0.41123,1274160,0.331893973
484,6138,DIA,DIA,https://diadata.org/,,https://github.com/diadata-org/diadata,diadata-org/diadata,github,167,150,128,10.33,99.67,28.33,4.67,0.047,10.12,4.76,157.62,Go,0,240,0.56656,227271,0.325222249
485,10180,GMT Token,GMT,https://gmt.io/,,https://github.com/gomining-token/smart,gomining-token/smart,github,1,3,1,1,0,0,1,3.143,0,0,4,Solidity,10,0,0.03152,117913,0.391630143
487,4862,DAD,DAD,https://dad.one/,,https://github.com/DAD-Chain/dad-go,DAD-Chain/dad-go,github,28,11,18,3.67,13.33,0,6.33,26.338,2.6,0.57,470.33,Go,1,0,0.27569,1748480,0.41698703
494,2134,Grid+,GRID,http://gridplus.io/,,https://github.com/GridPlus/gridplus-sdk,GridPlus/gridplus-sdk,github,21,15,14,4.33,84.33,25,25.67,0.508,10.1,0.29,237.42,TypeScript,0,78,0.50769,168654,0.375899837
495,10293,Swarm,BZZ,https://www.ethswarm.org/,,https://github.com/ethersphere/bee,ethersphere/bee,github,1477,391,439,19,482.33,196.33,33,0.131,18.27,2.2,87.27,Go,0,109,0.5372,417924,0.316869073
497,2630,PolySwarm,NCT,https://polyswarm.io/,,https://github.com/polyswarm/polyswarm-cli,polyswarm/polyswarm-cli,github,2,1,17,1,4.33,0,1.5,3.559,0.66,0.05,343.31,Python,3,10,0.2864,472405,0.414049697
498,10974,Tranchess,CHESS,https://tranchess.com/,,https://github.com/tranchess/contract-core,tranchess/contract-core,github,48,19,3,2,54.33,0,11.33,0.088,0.63,0.04,125,TypeScript,0,0,0.23468,165194,0.394230769
500,10223,Vega Protocol,VEGA,https://vega.xyz,https://fairground.wtf,https://github.com/vegaprotocol/vegawallet,vegaprotocol/vegawallet,github,9,6,27,10.33,77.67,37.67,13.67,0.751,4.58,0.85,91.67,Go,4,33,0.3192,435236,0.26234585
501,3481,Peony,PNY,https://peony.net/,,https://github.com/decenomy/PNY,decenomy/PNY,github,0,1,4,1,80,0,0,21.708,0.04,0.04,105.67,C++,2,0,0.4629,561685,0.278462848
505,2143,Streamr,DATA,https://streamr.network,,https://github.com/streamr-dev/network-monorepo,streamr-dev/network-monorepo,github,35,12,30,15.67,400.67,148.33,58,0.776,6.07,1,179.23,,,,,236613,0.334828148
507,1768,Ambire AdEx,ADX,https://www.adex.network/,,https://github.com/AmbireTech/adex-protocol-eth,AmbireTech/adex-protocol-eth,github,13,3,7,1.67,5,0,3,4.84,0.89,0.89,47.2,JavaScript,1,0,0.31248,55058,0.382158886
508,1556,Chrono.tech,TIME,https://chrono.tech/,,https://github.com/Chrono-Tech/ChronoMint,Chrono-Tech/ChronoMint,github,1,2,1,0,0,0,0,31.038,0,0,0,JavaScript,49,0,0.21114,327110,0.391630143
510,5821,Aleph.im,ALEPH,https://aleph.im/,,https://github.com/aleph-im/pyaleph,aleph-im/pyaleph,github,58,16,10,3.33,55.33,33.33,16,0.172,12.44,1.02,284.56,Python,0,15,0.4247,177009,0.329409891
512,8669,Sovryn,SOV,https://sovryn.app/,https://live.sovryn.app/,https://github.com/DistributedCollective/Sovryn-smart-contracts,DistributedCollective/Sovryn-smart-contracts,github,107,43,42,7.33,91.67,14.67,5.33,0.433,19.31,6.13,134.87,JavaScript,0,272,0.48747,91265,0.384717291
514,1414,Firo,FIRO,https://firo.org/,,https://github.com/firoorg/firo,firoorg/firo,github,157,59,54,14.33,50.33,43.67,10.33,0.793,33.03,10.2,188.37,C++,1,3,0.49616,277036,0.468005369
518,11035,Splintershards,SPS,https://splinterlands.com,,https://github.com/steem-monsters/splinterlands-js,steem-monsters/splinterlands-js,github,12,9,7,1,3,0,0,0.722,0.01,0.01,711,JavaScript,1,0,0.19321,13548,0.38225305
523,6216,AXEL,AXEL,https://www.axel.org/,https://www.axel.org/axel-network/,https://github.com/axelnetwork/AXEL,axelnetwork/AXEL,github,12,7,1,0,0,0,0,117.934,0,0,599.5,C++,15,0,0.11392,275138,0.381128342
528,3581,Kleros,PNK,https://kleros.io/,,https://github.com/kleros/kleros,kleros/kleros,github,204,109,35,2,1,0.67,1,6.815,60.09,14.2,328.64,Solidity,2,64,0.4416,211537,0.334226723
529,11234,Position Exchange,POSI,https://position.exchange/,,https://github.com/PositionExchange/position-token,PositionExchange/position-token,github,11,8,1,0,0,0,0,11.298,0,0,12,TypeScript,8,0,0.05626,33616,0.391630143
530,4275,Cocos-BCX,COCOS,https://www.cocosbcx.io/,,https://github.com/Cocos-BCX/cocos-mainnet,Cocos-BCX/cocos-mainnet,github,1586,131,24,0,0,0,0,5.227,0,0,39.17,C++,28,21,0.1923,141244,0.391630143
533,5947,TokenPocket,TPT,https://www.tokenpocket.pro/,,https://github.com/TP-Lab/tp-js-sdk,TP-Lab/tp-js-sdk,github,143,63,20,2.67,3,8.67,0,3.171,13.26,5.51,286.33,JavaScript,3,0,0.23949,54183,0.41698703
534,7509,BoringDAO,BOR,https://www.boringdao.com/,,https://github.com/BoringDAO/boringDAO-contract,BoringDAO/boringDAO-contract,github,10,13,4,0,0,0,0,93.076,4.76,0.94,88.5,Solidity,18,2,0.10854,191733,0.391630143
537,7440,BarnBridge,BOND,https://barnbridge.com/,,https://github.com/BarnBridge/BarnBridge-SmartYieldBonds,BarnBridge/BarnBridge-SmartYieldBonds,github,21,19,9,1,1,0,0,12.981,9.18,3.74,98.44,TypeScript,12,10,0.20525,273359,0.404754394
538,2021,RChain,REV,https://www.rchain.coop/,,https://github.com/rchain/rchain,rchain/rchain,github,773,470,110,8,126,152,15,0.193,21.71,5.84,360.41,Scala,5,643,0.47009,347694,0.376856954
539,3175,Maro,MARO,https://ma.ro/#/,,https://github.com/TTCECO/gttc,TTCECO/gttc,github,126,114,13,0,0,0,0,0.903,0,0,254.19,Go,6,7,0.24622,4628993,0.398595262
